,simulation_id,scenario,strategy,netlogo_seed,num_of_samples,num_of_robots,num_of_passengers,num_of_staff,fall_length,fall_chance,robot_persuasion_factor,max_netlogo_ticks,room_type,enable_video,param_seed,evacuation_ticks,evacuation_time,robot_actions,robot_responses,robot_contacts,success
24,adaptive-help@num-of-robots=0$num-of-staff=4_4,adaptive-help@num-of-robots=0$num-of-staff=4,HelpMatrixStrategy,1277055225,5,0,800,4,500,1,1,2000,8,False,100,552,16.05,[],[],0,True
25,adaptive-help@num-of-robots=0$num-of-staff=5_0,adaptive-help@num-of-robots=0$num-of-staff=5,HelpMatrixStrategy,-1521838956,5,0,800,5,500,1,1,2000,8,False,100,521,20.07,[],[],0,True
26,adaptive-help@num-of-robots=0$num-of-staff=5_1,adaptive-help@num-of-robots=0$num-of-staff=5,HelpMatrixStrategy,-1951593213,5,0,800,5,500,1,1,2000,8,False,100,1015,34.05,[],[],0,True
27,adaptive-help@num-of-robots=0$num-of-staff=5_2,adaptive-help@num-of-robots=0$num-of-staff=5,HelpMatrixStrategy,419600195,5,0,800,5,500,1,1,2000,8,False,100,569,15.64,[],[],0,True
28,adaptive-help@num-of-robots=0$num-of-staff=5_3,adaptive-help@num-of-robots=0$num-of-staff=5,HelpMatrixStrategy,-825980112,5,0,800,5,500,1,1,2000,8,False,100,1026,52.51,[],[],0,True
29,adaptive-help@num-of-robots=0$num-of-staff=5_4,adaptive-help@num-of-robots=0$num-of-staff=5,HelpMatrixStrategy,1277055225,5,0,800,5,500,1,1,2000,8,False,100,765,25.54,[],[],0,True
30,adaptive-help@num-of-robots=0$num-of-staff=6_0,adaptive-help@num-of-robots=0$num-of-staff=6,HelpMatrixStrategy,-1521838956,5,0,800,6,500,1,1,2000,8,False,100,552,17.39,[],[],0,True
31,adaptive-help@num-of-robots=0$num-of-staff=6_1,adaptive-help@num-of-robots=0$num-of-staff=6,HelpMatrixStrategy,-1951593213,5,0,800,6,500,1,1,2000,8,False,100,512,17.99,[],[],0,True
32,adaptive-help@num-of-robots=0$num-of-staff=6_2,adaptive-help@num-of-robots=0$num-of-staff=6,HelpMatrixStrategy,419600195,5,0,800,6,500,1,1,2000,8,False,100,524,21.68,[],[],0,True
33,adaptive-help@num-of-robots=0$num-of-staff=6_3,adaptive-help@num-of-robots=0$num-of-staff=6,HelpMatrixStrategy,-825980112,5,0,800,6,500,1,1,2000,8,False,100,543,29.59,[],[],0,True
34,adaptive-help@num-of-robots=0$num-of-staff=6_4,adaptive-help@num-of-robots=0$num-of-staff=6,HelpMatrixStrategy,1277055225,5,0,800,6,500,1,1,2000,8,False,100,583,20.8,[],[],0,True
35,adaptive-help@num-of-robots=0$num-of-staff=7_0,adaptive-help@num-of-robots=0$num-of-staff=7,HelpMatrixStrategy,-1521838956,5,0,800,7,500,1,1,2000,8,False,100,681,19.86,[],[],0,True
36,adaptive-help@num-of-robots=0$num-of-staff=7_1,adaptive-help@num-of-robots=0$num-of-staff=7,HelpMatrixStrategy,-1951593213,5,0,800,7,500,1,1,2000,8,False,100,521,16.49,[],[],0,True
37,adaptive-help@num-of-robots=0$num-of-staff=7_2,adaptive-help@num-of-robots=0$num-of-staff=7,HelpMatrixStrategy,419600195,5,0,800,7,500,1,1,2000,8,False,100,1019,49.07,[],[],0,True
38,adaptive-help@num-of-robots=0$num-of-staff=7_3,adaptive-help@num-of-robots=0$num-of-staff=7,HelpMatrixStrategy,-825980112,5,0,800,7,500,1,1,2000,8,False,100,1019,43.49,[],[],0,True
39,adaptive-help@num-of-robots=0$num-of-staff=7_4,adaptive-help@num-of-robots=0$num-of-staff=7,HelpMatrixStrategy,1277055225,5,0,800,7,500,1,1,2000,8,False,100,1088,90.94,[],[],0,True
40,adaptive-help@num-of-robots=0$num-of-staff=8_0,adaptive-help@num-of-robots=0$num-of-staff=8,HelpMatrixStrategy,-1521838956,5,0,800,8,500,1,1,2000,8,False,100,683,20.6,[],[],0,True
41,adaptive-help@num-of-robots=0$num-of-staff=8_1,adaptive-help@num-of-robots=0$num-of-staff=8,HelpMatrixStrategy,-1951593213,5,0,800,8,500,1,1,2000,8,False,100,1018,100.75,[],[],0,True
42,adaptive-help@num-of-robots=0$num-of-staff=8_2,adaptive-help@num-of-robots=0$num-of-staff=8,HelpMatrixStrategy,419600195,5,0,800,8,500,1,1,2000,8,False,100,1034,62.2,[],[],0,True
43,adaptive-help@num-of-robots=0$num-of-staff=8_3,adaptive-help@num-of-robots=0$num-of-staff=8,HelpMatrixStrategy,-825980112,5,0,800,8,500,1,1,2000,8,False,100,544,19.39,[],[],0,True
44,adaptive-help@num-of-robots=0$num-of-staff=8_4,adaptive-help@num-of-robots=0$num-of-staff=8,HelpMatrixStrategy,1277055225,5,0,800,8,500,1,1,2000,8,False,100,557,21.75,[],[],0,True
45,adaptive-help@num-of-robots=0$num-of-staff=9_0,adaptive-help@num-of-robots=0$num-of-staff=9,HelpMatrixStrategy,-1521838956,5,0,800,9,500,1,1,2000,8,False,100,1185,35.35,[],[],0,True
46,adaptive-help@num-of-robots=0$num-of-staff=9_1,adaptive-help@num-of-robots=0$num-of-staff=9,HelpMatrixStrategy,-1951593213,5,0,800,9,500,1,1,2000,8,False,100,555,17.99,[],[],0,True
47,adaptive-help@num-of-robots=0$num-of-staff=9_2,adaptive-help@num-of-robots=0$num-of-staff=9,HelpMatrixStrategy,419600195,5,0,800,9,500,1,1,2000,8,False,100,529,17.9,[],[],0,True
48,adaptive-help@num-of-robots=0$num-of-staff=9_3,adaptive-help@num-of-robots=0$num-of-staff=9,HelpMatrixStrategy,-825980112,5,0,800,9,500,1,1,2000,8,False,100,1513,56.18,[],[],0,True
49,adaptive-help@num-of-robots=0$num-of-staff=9_4,adaptive-help@num-of-robots=0$num-of-staff=9,HelpMatrixStrategy,1277055225,5,0,800,9,500,1,1,2000,8,False,100,1018,43.03,[],[],0,True
50,adaptive-help@num-of-robots=1$num-of-staff=0_0,adaptive-help@num-of-robots=1$num-of-staff=0,HelpMatrixStrategy,-1521838956,5,1,800,0,500,1,1,2000,8,False,100,1021,30.27,"['call-staff', 'call-staff']",[],2,True
51,adaptive-help@num-of-robots=1$num-of-staff=0_1,adaptive-help@num-of-robots=1$num-of-staff=0,HelpMatrixStrategy,-1951593213,5,1,800,0,500,1,1,2000,8,False,100,1011,32.31,"['call-staff', 'call-staff']",[],2,True
52,adaptive-help@num-of-robots=1$num-of-staff=0_2,adaptive-help@num-of-robots=1$num-of-staff=0,HelpMatrixStrategy,419600195,5,1,800,0,500,1,1,2000,8,False,100,530,24.13,['call-staff'],[],1,True
53,adaptive-help@num-of-robots=1$num-of-staff=0_3,adaptive-help@num-of-robots=1$num-of-staff=0,HelpMatrixStrategy,-825980112,5,1,800,0,500,1,1,2000,8,False,100,1012,44.87,"['call-staff', 'call-staff']",[],2,True
54,adaptive-help@num-of-robots=1$num-of-staff=0_4,adaptive-help@num-of-robots=1$num-of-staff=0,HelpMatrixStrategy,1277055225,5,1,800,0,500,1,1,2000,8,False,100,569,20.84,['call-staff'],[],1,True
55,adaptive-help@num-of-robots=1$num-of-staff=1_0,adaptive-help@num-of-robots=1$num-of-staff=1,HelpMatrixStrategy,-1521838956,5,1,800,1,500,1,1,2000,8,False,100,371,20.42,"['call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff']",[],13,True
56,adaptive-help@num-of-robots=1$num-of-staff=1_1,adaptive-help@num-of-robots=1$num-of-staff=1,HelpMatrixStrategy,-1951593213,5,1,800,1,500,1,1,2000,8,False,100,257,24.32,"['call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff']",[],13,True
57,adaptive-help@num-of-robots=1$num-of-staff=1_2,adaptive-help@num-of-robots=1$num-of-staff=1,HelpMatrixStrategy,419600195,5,1,800,1,500,1,1,2000,8,False,100,270,18.13,"['call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff']",[],7,True
58,adaptive-help@num-of-robots=1$num-of-staff=1_3,adaptive-help@num-of-robots=1$num-of-staff=1,HelpMatrixStrategy,-825980112,5,1,800,1,500,1,1,2000,8,False,100,295,20.62,"['call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff']",[],12,True
59,adaptive-help@num-of-robots=1$num-of-staff=1_4,adaptive-help@num-of-robots=1$num-of-staff=1,HelpMatrixStrategy,1277055225,5,1,800,1,500,1,1,2000,8,False,100,371,20.1,"['call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff']",[],10,True
60,adaptive-help@num-of-robots=1$num-of-staff=2_0,adaptive-help@num-of-robots=1$num-of-staff=2,HelpMatrixStrategy,-1521838956,5,1,800,2,500,1,1,2000,8,False,100,559,25.31,"['call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff']",[],15,True
61,adaptive-help@num-of-robots=1$num-of-staff=2_1,adaptive-help@num-of-robots=1$num-of-staff=2,HelpMatrixStrategy,-1951593213,5,1,800,2,500,1,1,2000,8,False,100,376,21.14,"['call-staff', 'call-staff', 'call-staff', 'ask-help', 'call-staff', 'call-staff', 'call-staff', 'ask-help', 'ask-help', 'call-staff', 'ask-help', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff']","['false', 'false', 'true', 'false']",17,True
62,adaptive-help@num-of-robots=1$num-of-staff=2_2,adaptive-help@num-of-robots=1$num-of-staff=2,HelpMatrixStrategy,419600195,5,1,800,2,500,1,1,2000,8,False,100,373,18.64,"['call-staff', 'call-staff', 'call-staff', 'call-staff']",[],4,True
63,adaptive-help@num-of-robots=1$num-of-staff=2_3,adaptive-help@num-of-robots=1$num-of-staff=2,HelpMatrixStrategy,-825980112,5,1,800,2,500,1,1,2000,8,False,100,313,22.65,"['ask-help', 'call-staff', 'ask-help', 'ask-help', 'ask-help', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff']","['false', 'false', 'false', 'false']",20,True
64,adaptive-help@num-of-robots=1$num-of-staff=2_4,adaptive-help@num-of-robots=1$num-of-staff=2,HelpMatrixStrategy,1277055225,5,1,800,2,500,1,1,2000,8,False,100,526,24.61,"['call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff']",[],14,True
65,adaptive-help@num-of-robots=1$num-of-staff=3_0,adaptive-help@num-of-robots=1$num-of-staff=3,HelpMatrixStrategy,-1521838956,5,1,800,3,500,1,1,2000,8,False,100,552,22.42,"['call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff']",[],9,True
66,adaptive-help@num-of-robots=1$num-of-staff=3_1,adaptive-help@num-of-robots=1$num-of-staff=3,HelpMatrixStrategy,-1951593213,5,1,800,3,500,1,1,2000,8,False,100,264,20.4,"['call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff']",[],12,True
67,adaptive-help@num-of-robots=1$num-of-staff=3_2,adaptive-help@num-of-robots=1$num-of-staff=3,HelpMatrixStrategy,419600195,5,1,800,3,500,1,1,2000,8,False,100,534,30.35,"['call-staff', 'call-staff', 'ask-help', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff']",['false'],8,True
68,adaptive-help@num-of-robots=1$num-of-staff=3_3,adaptive-help@num-of-robots=1$num-of-staff=3,HelpMatrixStrategy,-825980112,5,1,800,3,500,1,1,2000,8,False,100,321,22.37,"['call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff']",[],15,True
69,adaptive-help@num-of-robots=1$num-of-staff=3_4,adaptive-help@num-of-robots=1$num-of-staff=3,HelpMatrixStrategy,1277055225,5,1,800,3,500,1,1,2000,8,False,100,221,19.49,"['call-staff', 'call-staff', 'ask-help', 'call-staff', 'call-staff']",['false'],4,True
70,adaptive-help@num-of-robots=1$num-of-staff=4_0,adaptive-help@num-of-robots=1$num-of-staff=4,HelpMatrixStrategy,-1521838956,5,1,800,4,500,1,1,2000,8,False,100,266,15.57,"['call-staff', 'call-staff', 'call-staff']",[],3,True
71,adaptive-help@num-of-robots=1$num-of-staff=4_1,adaptive-help@num-of-robots=1$num-of-staff=4,HelpMatrixStrategy,-1951593213,5,1,800,4,500,1,1,2000,8,False,100,566,26.28,"['call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'ask-help', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'ask-help', 'call-staff']","['false', 'true']",18,True
72,adaptive-help@num-of-robots=1$num-of-staff=4_2,adaptive-help@num-of-robots=1$num-of-staff=4,HelpMatrixStrategy,419600195,5,1,800,4,500,1,1,2000,8,False,100,319,24.07,"['call-staff', 'call-staff', 'ask-help', 'call-staff', 'ask-help', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff']","['false', 'false']",16,True
73,adaptive-help@num-of-robots=1$num-of-staff=4_3,adaptive-help@num-of-robots=1$num-of-staff=4,HelpMatrixStrategy,-825980112,5,1,800,4,500,1,1,2000,8,False,100,217,21.69,"['call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff']",[],18,True
74,adaptive-help@num-of-robots=1$num-of-staff=4_4,adaptive-help@num-of-robots=1$num-of-staff=4,HelpMatrixStrategy,1277055225,5,1,800,4,500,1,1,2000,8,False,100,386,18.88,"['call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff']",[],13,True
75,adaptive-help@num-of-robots=1$num-of-staff=5_0,adaptive-help@num-of-robots=1$num-of-staff=5,HelpMatrixStrategy,-1521838956,5,1,800,5,500,1,1,2000,8,False,100,338,19.75,"['call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'ask-help', 'call-staff', 'call-staff', 'call-staff']",['false'],12,True
76,adaptive-help@num-of-robots=1$num-of-staff=5_1,adaptive-help@num-of-robots=1$num-of-staff=5,HelpMatrixStrategy,-1951593213,5,1,800,5,500,1,1,2000,8,False,100,260,17.57,"['ask-help', 'call-staff', 'call-staff', 'call-staff', 'ask-help', 'ask-help', 'call-staff', 'ask-help', 'call-staff']","['false', 'false', 'true', 'false']",7,True
77,adaptive-help@num-of-robots=1$num-of-staff=5_2,adaptive-help@num-of-robots=1$num-of-staff=5,HelpMatrixStrategy,419600195,5,1,800,5,500,1,1,2000,8,False,100,388,17.84,"['call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff']",[],11,True
78,adaptive-help@num-of-robots=1$num-of-staff=5_3,adaptive-help@num-of-robots=1$num-of-staff=5,HelpMatrixStrategy,-825980112,5,1,800,5,500,1,1,2000,8,False,100,305,17.01,"['call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff']",[],6,True
79,adaptive-help@num-of-robots=1$num-of-staff=5_4,adaptive-help@num-of-robots=1$num-of-staff=5,HelpMatrixStrategy,1277055225,5,1,800,5,500,1,1,2000,8,False,100,375,18.69,"['call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff']",[],5,True
80,adaptive-help@num-of-robots=1$num-of-staff=6_0,adaptive-help@num-of-robots=1$num-of-staff=6,HelpMatrixStrategy,-1521838956,5,1,800,6,500,1,1,2000,8,False,100,364,16.3,"['call-staff', 'call-staff', 'call-staff']",[],3,True
81,adaptive-help@num-of-robots=1$num-of-staff=6_1,adaptive-help@num-of-robots=1$num-of-staff=6,HelpMatrixStrategy,-1951593213,5,1,800,6,500,1,1,2000,8,False,100,408,17.89,"['call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff']",[],11,True
82,adaptive-help@num-of-robots=1$num-of-staff=6_2,adaptive-help@num-of-robots=1$num-of-staff=6,HelpMatrixStrategy,419600195,5,1,800,6,500,1,1,2000,8,False,100,321,21.55,"['call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'ask-help', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'ask-help', 'call-staff', 'call-staff', 'ask-help', 'ask-help', 'call-staff']","['false', 'false', 'true', 'false']",14,True
83,adaptive-help@num-of-robots=1$num-of-staff=6_3,adaptive-help@num-of-robots=1$num-of-staff=6,HelpMatrixStrategy,-825980112,5,1,800,6,500,1,1,2000,8,False,100,260,18.87,"['call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'ask-help', 'ask-help', 'call-staff', 'call-staff']","['false', 'false']",13,True
84,adaptive-help@num-of-robots=1$num-of-staff=6_4,adaptive-help@num-of-robots=1$num-of-staff=6,HelpMatrixStrategy,1277055225,5,1,800,6,500,1,1,2000,8,False,100,461,18.6,"['call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'ask-help']",['true'],8,True
85,adaptive-help@num-of-robots=1$num-of-staff=7_0,adaptive-help@num-of-robots=1$num-of-staff=7,HelpMatrixStrategy,-1521838956,5,1,800,7,500,1,1,2000,8,False,100,547,22.8,"['call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'ask-help', 'call-staff', 'call-staff']",['true'],15,True
86,adaptive-help@num-of-robots=1$num-of-staff=7_1,adaptive-help@num-of-robots=1$num-of-staff=7,HelpMatrixStrategy,-1951593213,5,1,800,7,500,1,1,2000,8,False,100,485,22.61,"['call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'ask-help', 'call-staff', 'call-staff', 'call-staff', 'call-staff']",['false'],11,True
87,adaptive-help@num-of-robots=1$num-of-staff=7_2,adaptive-help@num-of-robots=1$num-of-staff=7,HelpMatrixStrategy,419600195,5,1,800,7,500,1,1,2000,8,False,100,535,23.23,"['call-staff', 'call-staff', 'call-staff', 'ask-help', 'call-staff', 'ask-help', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff']","['false', 'false']",9,True
88,adaptive-help@num-of-robots=1$num-of-staff=7_3,adaptive-help@num-of-robots=1$num-of-staff=7,HelpMatrixStrategy,-825980112,5,1,800,7,500,1,1,2000,8,False,100,319,19.3,"['call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff']",[],13,True
89,adaptive-help@num-of-robots=1$num-of-staff=7_4,adaptive-help@num-of-robots=1$num-of-staff=7,HelpMatrixStrategy,1277055225,5,1,800,7,500,1,1,2000,8,False,100,267,19.06,"['call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff']",[],12,True
90,adaptive-help@num-of-robots=1$num-of-staff=8_0,adaptive-help@num-of-robots=1$num-of-staff=8,HelpMatrixStrategy,-1521838956,5,1,800,8,500,1,1,2000,8,False,100,325,17.65,"['call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'ask-help', 'call-staff']",['false'],13,True
91,adaptive-help@num-of-robots=1$num-of-staff=8_1,adaptive-help@num-of-robots=1$num-of-staff=8,HelpMatrixStrategy,-1951593213,5,1,800,8,500,1,1,2000,8,False,100,587,34.16,"['call-staff', 'call-staff', 'call-staff', 'ask-help', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'ask-help', 'call-staff', 'call-staff']","['false', 'false']",11,True
92,adaptive-help@num-of-robots=1$num-of-staff=8_2,adaptive-help@num-of-robots=1$num-of-staff=8,HelpMatrixStrategy,419600195,5,1,800,8,500,1,1,2000,8,False,100,318,20.72,"['call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'ask-help', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'ask-help', 'ask-help', 'call-staff']","['false', 'false', 'false']",11,True
93,adaptive-help@num-of-robots=1$num-of-staff=8_3,adaptive-help@num-of-robots=1$num-of-staff=8,HelpMatrixStrategy,-825980112,5,1,800,8,500,1,1,2000,8,False,100,427,26.32,"['call-staff', 'call-staff', 'ask-help', 'ask-help', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'call-staff', 'ask-help', 'call-staff', 'call-staff', 'call-staff', 'call-staff']","['false', 'false', 'true']",14,True
